2.286645889282226562e+00,-9.255619645118713379e-01,2.503499269485473633e+00,3.188994526863098145e-01,4.716201782226562500e+00,-7.015613555908203125e+00,-4.166716575622558594e+00,4.340405464172363281e+00
2.777432203292846680e+00,-4.348586201667785645e-01,2.994121789932250977e+00,8.090400695800781250e-01,5.859524726867675781e+00,-5.763864040374755859e+00,-4.629497528076171875e+00,4.499855041503906250e+00
3.268001079559326172e+00,5.568897724151611328e-02,3.484661579132080078e+00,1.299438595771789551e+00,7.248240947723388672e+00,-4.266803264617919922e+00,-4.846926689147949219e+00,4.904375076293945312e+00
3.758319377899169922e+00,5.463540554046630859e-01,3.975240468978881836e+00,1.789654850959777832e+00,8.882241249084472656e+00,-2.524472475051879883e+00,-4.819082260131835938e+00,5.554094314575195312e+00
4.248601913452148438e+00,1.036850452423095703e+00,4.465668678283691406e+00,2.279644966125488281e+00,1.076140117645263672e+01,-5.368522405624389648e-01,-4.545905113220214844e+00,6.448921680450439453e+00
4.738547801971435547e+00,1.527388095855712891e+00,4.955561161041259766e+00,2.769559860229492188e+00,1.288570213317871094e+01,1.695982098579406738e+00,-4.027480125427246094e+00,7.588744163513183594e+00
5.228436470031738281e+00,2.017732858657836914e+00,5.445164203643798828e+00,3.259247303009033203e+00,1.525497627258300781e+01,4.173762798309326172e+00,-3.263786077499389648e+00,8.973524093627929688e+00
5.718109607696533203e+00,2.507893323898315430e+00,5.934501647949218750e+00,3.748727321624755859e+00,1.786919403076171875e+01,6.896345138549804688e+00,-2.254919528961181641e+00,1.060314750671386719e+01
6.207377433776855469e+00,2.998271703720092773e+00,6.422994613647460938e+00,4.237803936004638672e+00,2.072824859619140625e+01,9.863595962524414062e+00,-1.000972867012023926e+00,1.247751140594482422e+01
6.695728778839111328e+00,3.488522529602050781e+00,6.910298347473144531e+00,4.726804733276367188e+00,2.383193778991699219e+01,1.307509326934814453e+01,4.981629848480224609e-01,1.459641361236572266e+01
7.182632923126220703e+00,3.978745460510253906e+00,7.395026206970214844e+00,5.215152263641357422e+00,2.717980194091796875e+01,1.653024291992187500e+01,2.242424249649047852e+00,1.695981597900390625e+01
7.667137145996093750e+00,4.468791007995605469e+00,7.875734329223632812e+00,5.702660083770751953e+00,3.077111816406250000e+01,2.022775650024414062e+01,4.231797218322753906e+00,1.956739234924316406e+01
8.146718978881835938e+00,4.958696842193603516e+00,8.346066474914550781e+00,6.188324451446533203e+00,3.460468673706054688e+01,2.416562271118164062e+01,6.466192722320556641e+00,2.241872215270996094e+01
8.614064216613769531e+00,5.448750019073486328e+00,8.790351867675781250e+00,6.671601772308349609e+00,3.867804718017578125e+01,2.833865547180175781e+01,8.945541381835937500e+00,2.551288414001464844e+01
9.047529220581054688e+00,5.938657760620117188e+00,9.164258003234863281e+00,7.148909568786621094e+00,4.298508071899414062e+01,3.273383331298828125e+01,1.166991615295410156e+01,2.884868431091308594e+01
9.384378433227539062e+00,6.428452014923095703e+00,9.381919860839843750e+00,7.613840579986572266e+00,4.750884628295898438e+01,3.731596374511718750e+01,1.463924503326416016e+01,3.242313766479492188e+01
9.525919914245605469e+00,6.917792797088623047e+00,9.378785133361816406e+00,8.045326232910156250e+00,5.220103454589843750e+01,4.200692367553710938e+01,1.785347175598144531e+01,3.623005676269531250e+01
9.433950424194335938e+00,7.406911849975585938e+00,9.189488410949707031e+00,8.394209861755371094e+00,5.696399307250976562e+01,4.669631576538085938e+01,2.131236839294433594e+01,4.025271987915039062e+01
9.159820556640625000e+00,7.895719528198242188e+00,8.867822647094726562e+00,8.592254638671875000e+00,6.168096923828125000e+01,5.129106140136718750e+01,2.501582336425781250e+01,4.444982528686523438e+01
8.788649559020996094e+00,8.383946418762207031e+00,8.477460861206054688e+00,8.594815254211425781e+00,6.626087951660156250e+01,5.572497177124023438e+01,2.896368408203125000e+01,4.874595260620117188e+01
8.375197410583496094e+00,8.870836257934570312e+00,8.054532051086425781e+00,8.398010253906250000e+00,7.065520477294921875e+01,5.996370315551757812e+01,3.315565872192382812e+01,5.304336166381835938e+01
7.939958572387695312e+00,9.355084419250488281e+00,7.613597869873046875e+00,8.083774566650390625e+00,7.484280395507812500e+01,6.399097061157226562e+01,3.759107589721679688e+01,5.724236679077148438e+01
7.490769863128662109e+00,9.826549530029296875e+00,7.161255836486816406e+00,7.718426227569580078e+00,7.881278228759765625e+01,6.779776763916015625e+01,4.226861953735351562e+01,6.128425598144531250e+01
7.031732559204101562e+00,1.019541072845458984e+01,6.702547550201416016e+00,7.314181327819824219e+00,8.255816650390625000e+01,7.137839508056640625e+01,4.718189239501953125e+01,6.514347076416015625e+01
6.566653251647949219e+00,1.009376716613769531e+01,6.238316535949707031e+00,6.884676456451416016e+00,8.607403564453125000e+01,7.472966766357421875e+01,5.227959823608398438e+01,6.880055999755859375e+01
6.098537445068359375e+00,9.798282623291015625e+00,5.771968841552734375e+00,6.438821315765380859e+00,8.935736083984375000e+01,7.784882354736328125e+01,5.732648086547851562e+01,7.224289703369140625e+01
5.629172325134277344e+00,9.373316764831542969e+00,5.304313182830810547e+00,5.986030101776123047e+00,9.240663146972656250e+01,8.073480987548828125e+01,6.222562408447265625e+01,7.546231079101562500e+01
5.159223079681396484e+00,8.918244361877441406e+00,4.837000370025634766e+00,5.531351089477539062e+00,9.522121429443359375e+01,8.338696289062500000e+01,6.691228485107421875e+01,7.845532226562500000e+01
4.689422607421875000e+00,8.456476211547851562e+00,4.370523929595947266e+00,5.075137138366699219e+00,9.780082702636718750e+01,8.580546569824218750e+01,7.137140655517578125e+01,8.122100067138671875e+01
4.222037315368652344e+00,7.991913795471191406e+00,3.906042814254760742e+00,4.618815422058105469e+00,1.001455383300781250e+02,8.799073028564453125e+01,7.559964752197265625e+01,8.375856781005859375e+01
3.756117582321166992e+00,7.525381088256835938e+00,3.444587707519531250e+00,4.164875030517578125e+00,1.022565536499023438e+02,8.994374847412109375e+01,7.959560394287109375e+01,8.606797790527343750e+01
3.293740272521972656e+00,7.056963920593261719e+00,2.986782789230346680e+00,3.713341474533081055e+00,1.041346130371093750e+02,9.166604614257812500e+01,8.335829162597656250e+01,8.815041351318359375e+01
2.835690021514892578e+00,6.587969779968261719e+00,2.534433841705322266e+00,3.265516757965087891e+00,1.057814865112304688e+02,9.315943908691406250e+01,8.688677215576171875e+01,9.000708770751953125e+01
2.383057594299316406e+00,6.118574142456054688e+00,2.091225862503051758e+00,2.822233200073242188e+00,1.071993331909179688e+02,9.442665863037109375e+01,9.018075561523437500e+01,9.163984680175781250e+01
1.939438104629516602e+00,5.648389816284179688e+00,1.657164335250854492e+00,2.387119054794311523e+00,1.083908615112304688e+02,9.547227478027343750e+01,9.324004364013671875e+01,9.305096435546875000e+01
