1.581436634063720703e+00,-1.333460092544555664e+00,3.605829477310180664e-01,-2.449570178985595703e+00,-4.903828048706054688e+01,-4.526853179931640625e+01,-4.259628677368164062e+01,-4.349673080444335938e+01
2.072141885757446289e+00,-8.428475856781005859e-01,8.510950207710266113e-01,-1.958999395370483398e+00,-4.824756240844726562e+01,-4.508824157714843750e+01,-4.326301574707031250e+01,-4.472151565551757812e+01
2.562750339508056641e+00,-3.523667454719543457e-01,1.341600537300109863e+00,-1.468316435813903809e+00,-4.721149063110351562e+01,-4.466269302368164062e+01,-4.368444061279296875e+01,-4.570101547241210938e+01
3.053389787673950195e+00,1.380887031555175781e-01,1.832074165344238281e+00,-9.776474833488464355e-01,-4.593011474609375000e+01,-4.399189376831054688e+01,-4.386062240600585938e+01,-4.643517303466796875e+01
3.543720722198486328e+00,6.285426616668701172e-01,2.322628736495971680e+00,-4.870061874389648438e-01,-4.440341949462890625e+01,-4.307585525512695312e+01,-4.379157638549804688e+01,-4.692399597167968750e+01
4.034225940704345703e+00,1.119027733802795410e+00,2.813161373138427734e+00,3.388226032257080078e-03,-4.263155746459960938e+01,-4.191453933715820312e+01,-4.347730636596679688e+01,-4.716749954223632812e+01
4.524477481842041016e+00,1.609470129013061523e+00,3.303566694259643555e+00,4.937132000923156738e-01,-4.061444473266601562e+01,-4.050795745849609375e+01,-4.291779327392578125e+01,-4.716580581665039062e+01
5.014687061309814453e+00,2.099943399429321289e+00,3.793950319290161133e+00,9.841387271881103516e-01,-3.835220718383789062e+01,-3.885617446899414062e+01,-4.211305999755859375e+01,-4.691894912719726562e+01
5.505048751831054688e+00,2.590315341949462891e+00,4.284302711486816406e+00,1.474427700042724609e+00,-3.584486389160156250e+01,-3.695919799804687500e+01,-4.106308746337890625e+01,-4.642687988281250000e+01
5.995128631591796875e+00,3.080617189407348633e+00,4.774641036987304688e+00,1.964658260345458984e+00,-3.309233856201171875e+01,-3.481704711914062500e+01,-3.976792907714843750e+01,-4.568966674804687500e+01
