-7.218299508094787598e-01,8.164346218109130859e-02
-2.325986623764038086e-01,-2.792715132236480713e-01
2.572858333587646484e-01,-3.955708444118499756e-01
7.454562187194824219e-01,-2.669279277324676514e-01
1.231590509414672852e+00,1.058001816272735596e-01
1.720114946365356445e+00,7.215954065322875977e-01
2.204574584960937500e+00,1.581652879714965820e+00
2.691198348999023438e+00,2.683940172195434570e+00
3.173763036727905273e+00,4.029539108276367188e+00
3.654663085937500000e+00,5.616420745849609375e+00
4.126434326171875000e+00,7.443752288818359375e+00
4.592494487762451172e+00,9.506969451904296875e+00
5.040074825286865234e+00,1.180321693420410156e+01
5.461754322052001953e+00,1.432325458526611328e+01
5.820634841918945312e+00,1.705413246154785156e+01
6.107641220092773438e+00,1.996445083618164062e+01
6.308961391448974609e+00,2.301827239990234375e+01
6.400719165802001953e+00,2.617275238037109375e+01
6.386485576629638672e+00,2.937311172485351562e+01
6.254264831542968750e+00,3.256635284423828125e+01
6.045942306518554688e+00,3.569348526000976562e+01
5.791042804718017578e+00,3.871645736694335938e+01
5.477819442749023438e+00,4.161198043823242188e+01
5.129780292510986328e+00,4.435089111328125000e+01
4.764515876770019531e+00,4.691578292846679688e+01
4.385320663452148438e+00,4.929804229736328125e+01
3.982458829879760742e+00,5.149070358276367188e+01
3.578754901885986328e+00,5.348193359375000000e+01
3.193841934204101562e+00,5.527131271362304688e+01
2.799895524978637695e+00,5.686823272705078125e+01
2.409532546997070312e+00,5.826818084716796875e+01
2.040251970291137695e+00,5.947294616699218750e+01
1.680811405181884766e+00,6.049307250976562500e+01
1.316784381866455078e+00,6.133347702026367188e+01
9.989631772041320801e-01,6.199187088012695312e+01
7.042306661605834961e-01,6.249135208129882812e+01
4.363304376602172852e-01,6.284346771240234375e+01
1.662132143974304199e-01,6.306163406372070312e+01
-9.772050380706787109e-02,6.314474105834960938e+01
-2.937133014202117920e-01,6.309588241577148438e+01
-5.026444196701049805e-01,6.294902420043945312e+01
-6.627044677734375000e-01,6.269770050048828125e+01
-7.787296772003173828e-01,6.236634826660156250e+01
-8.504388332366943359e-01,6.197698211669921875e+01
-9.217110276222229004e-01,6.155176162719726562e+01
-9.835280179977416992e-01,6.109090423583984375e+01
-9.729588627815246582e-01,6.059914016723632812e+01
-9.336292147636413574e-01,6.011265945434570312e+01
-8.788442015647888184e-01,5.964584350585937500e+01
-8.519864678382873535e-01,5.920642089843750000e+01
-8.229946494102478027e-01,5.878042602539062500e+01
-7.713475823402404785e-01,5.836892700195312500e+01
-6.917784810066223145e-01,5.798325347900390625e+01
-6.186124682426452637e-01,5.763736343383789062e+01
-5.597749948501586914e-01,5.732805633544921875e+01
-5.054104924201965332e-01,5.704816818237304688e+01
-3.811636567115783691e-01,5.679546356201171875e+01
-3.216066360473632812e-01,5.660488128662109375e+01
-1.900815963745117188e-01,5.644407653808593750e+01
-1.011363863945007324e-01,5.634903717041015625e+01
2.928215265274047852e-02,5.629846954345703125e+01
1.576532125473022461e-01,5.631311035156250000e+01
2.659161686897277832e-01,5.639193725585937500e+01
3.593993186950683594e-01,5.652489471435546875e+01
3.855580091476440430e-01,5.670459365844726562e+01
4.267217516899108887e-01,5.689737319946289062e+01
4.539215564727783203e-01,5.711073303222656250e+01
4.880803823471069336e-01,5.733769226074218750e+01
4.914728999137878418e-01,5.758173370361328125e+01
4.769833087921142578e-01,5.782746887207031250e+01
4.734527468681335449e-01,5.806595993041992188e+01
4.131317138671875000e-01,5.830268478393554688e+01
3.655988276004791260e-01,5.850925064086914062e+01
3.011731803417205811e-01,5.869205093383789062e+01
2.829017341136932373e-01,5.884263610839843750e+01
2.509097754955291748e-01,5.898408508300781250e+01
2.047089338302612305e-01,5.910953903198242188e+01
1.547110378742218018e-01,5.921189498901367188e+01
7.076871395111083984e-02,5.928924942016601562e+01
4.062071442604064941e-02,5.932463455200195312e+01
-3.222918510437011719e-02,5.934494400024414062e+01
-9.597870707511901855e-02,5.932883071899414062e+01
-9.923550486564636230e-02,5.928084182739257812e+01
-1.664373576641082764e-01,5.923122406005859375e+01
-1.938003003597259521e-01,5.914800643920898438e+01
-1.862438023090362549e-01,5.905110549926757812e+01
-1.887284219264984131e-01,5.895798492431640625e+01
-2.058169841766357422e-01,5.886362075805664062e+01
-1.837971806526184082e-01,5.876071166992187500e+01
-1.345926523208618164e-01,5.866881179809570312e+01
-1.203929781913757324e-01,5.860151672363281250e+01
-6.215816736221313477e-02,5.854132080078125000e+01
-1.762527227401733398e-02,5.851024246215820312e+01
7.210206985473632812e-02,5.850143051147460938e+01
1.090681552886962891e-01,5.853748321533203125e+01
6.501486897468566895e-02,5.859201812744140625e+01
-5.736443400382995605e-02,5.862452697753906250e+01
-3.573147356510162354e-01,5.859584426879882812e+01
-7.073264122009277344e-01,5.841718673706054688e+01
-7.073264122009277344e-01,5.806352233886718750e+01
