-2.029569149017333984e+00,-1.003252029418945312e+00,-4.744585418701171875e+01,-4.972063827514648438e+01
-1.539131641387939453e+00,-5.128414630889892578e-01,-4.846063995361328125e+01,-5.022226333618164062e+01
-1.048586249351501465e+00,-2.246975898742675781e-02,-4.923020553588867188e+01,-5.047868347167968750e+01
-5.580605268478393555e-01,4.678550958633422852e-01,-4.975449752807617188e+01,-5.048991775512695312e+01
-6.767171621322631836e-02,9.581860303878784180e-01,-5.003352737426757812e+01,-5.025598907470703125e+01
4.225867390632629395e-01,1.448207855224609375e+00,-5.006736373901367188e+01,-4.977689743041992188e+01
9.128230810165405273e-01,1.938325643539428711e+00,-4.985607147216796875e+01,-4.905279541015625000e+01
1.402904510498046875e+00,2.428392887115478516e+00,-4.939965820312500000e+01,-4.808363342285156250e+01
1.892978906631469727e+00,2.918384075164794922e+00,-4.869820404052734375e+01,-4.686943817138671875e+01
2.383202314376831055e+00,3.408234119415283203e+00,-4.775171279907226562e+01,-4.541024780273437500e+01
2.873462438583374023e+00,3.897979736328125000e+00,-4.656011199951171875e+01,-4.370613098144531250e+01
3.363466978073120117e+00,4.387703418731689453e+00,-4.512338256835937500e+01,-4.175714111328125000e+01
3.853509426116943359e+00,4.877341747283935547e+00,-4.344165039062500000e+01,-3.956328964233398438e+01
4.343622207641601562e+00,5.367237567901611328e+00,-4.151489639282226562e+01,-3.712461853027343750e+01
4.833464145660400391e+00,5.856984138488769531e+00,-3.934308624267578125e+01,-3.444099807739257812e+01
5.323206901550292969e+00,6.346309185028076172e+00,-3.692635345458984375e+01,-3.151250648498535156e+01
5.813020706176757812e+00,6.835663795471191406e+00,-3.426475143432617188e+01,-2.833935165405273438e+01
6.302476406097412109e+00,7.325022220611572266e+00,-3.135824203491210938e+01,-2.492152023315429688e+01
6.792194366455078125e+00,7.814115047454833984e+00,-2.820700454711914062e+01,-2.125900840759277344e+01
7.281690597534179688e+00,8.302555084228515625e+00,-2.481090736389160156e+01,-1.735195159912109375e+01
7.771075725555419922e+00,8.790657997131347656e+00,-2.117006301879882812e+01,-1.320067405700683594e+01
8.260364532470703125e+00,9.277290344238281250e+00,-1.728452491760253906e+01,-8.805345535278320312e+00
8.749550819396972656e+00,9.759040832519531250e+00,-1.315434265136718750e+01,-4.166700363159179688e+00
9.238169670104980469e+00,1.021801471710205078e+01,-8.779567718505859375e+00,7.128200531005859375e-01
9.726574897766113281e+00,1.035059356689453125e+01,-4.160482883453369141e+00,5.821827411651611328e+00
1.021385192871093750e+01,1.013161849975585938e+01,7.028045654296875000e-01,1.099712371826171875e+01
1.069711208343505859e+01,9.749667167663574219e+00,5.809730529785156250e+00,1.606293296813964844e+01
1.105111694335937500e+01,9.298489570617675781e+00,1.115828704833984375e+01,2.093776702880859375e+01
1.070397377014160156e+01,8.838685035705566406e+00,1.668384552001953125e+01,2.558701133728027344e+01
1.025510597229003906e+01,8.375524520874023438e+00,2.203583145141601562e+01,3.000635337829589844e+01
9.800020217895507812e+00,7.910125255584716797e+00,2.716338348388671875e+01,3.419411468505859375e+01
9.341023445129394531e+00,7.443531513214111328e+00,3.206339263916015625e+01,3.814917755126953125e+01
8.881076812744140625e+00,6.975090503692626953e+00,3.673390579223632812e+01,4.187094497680664062e+01
8.418663978576660156e+00,6.506414890289306641e+00,4.117444610595703125e+01,4.535848999023437500e+01
7.955342292785644531e+00,6.036846160888671875e+00,4.538377761840820312e+01,4.861169815063476562e+01
7.491244316101074219e+00,5.566922664642333984e+00,4.936145019531250000e+01,5.163011932373046875e+01
7.026053428649902344e+00,5.097179412841796875e+00,5.310707092285156250e+01,5.441358184814453125e+01
6.559879779815673828e+00,4.627249240875244141e+00,5.662009811401367188e+01,5.696217346191406250e+01
6.093768596649169922e+00,4.157652378082275391e+00,5.990003967285156250e+01,5.927579879760742188e+01
5.626331329345703125e+00,3.689265489578247070e+00,6.294692230224609375e+01,6.135462570190429688e+01
5.159290313720703125e+00,3.220932483673095703e+00,6.576008605957031250e+01,6.319925689697265625e+01
4.691521644592285156e+00,2.754555225372314453e+00,6.833972930908203125e+01,6.480972290039062500e+01
4.223991870880126953e+00,2.290399312973022461e+00,7.068549346923828125e+01,6.618700408935546875e+01
3.756040096282958984e+00,1.831033349037170410e+00,7.279749298095703125e+01,6.733220672607421875e+01
3.288568019866943359e+00,1.376914620399475098e+00,7.467551422119140625e+01,6.824772644042968750e+01
2.821596384048461914e+00,9.326608777046203613e-01,7.631980133056640625e+01,6.893618011474609375e+01
2.355425119400024414e+00,5.003801584243774414e-01,7.773059844970703125e+01,6.940251159667968750e+01
1.890195369720458984e+00,8.697149157524108887e-02,7.890830993652343750e+01,6.965270233154296875e+01
1.426413297653198242e+00,-2.981059253215789795e-01,7.985340881347656250e+01,6.969618988037109375e+01
9.673032760620117188e-01,-6.488174200057983398e-01,8.056661224365234375e+01,6.954713439941406250e+01
5.134330987930297852e-01,-9.544483423233032227e-01,8.105026245117187500e+01,6.922272491455078125e+01
7.106235623359680176e-02,-1.216118574142456055e+00,8.130697631835937500e+01,6.874549865722656250e+01
-3.537440299987792969e-01,-1.424688816070556641e+00,8.134250640869140625e+01,6.813743591308593750e+01
-7.497168779373168945e-01,-1.583254098892211914e+00,8.116563415527343750e+01,6.742509460449218750e+01
-1.107692718505859375e+00,-1.700240492820739746e+00,8.079077911376953125e+01,6.663346862792968750e+01
-1.417879819869995117e+00,-1.768860578536987305e+00,8.023693084716796875e+01,6.578334808349609375e+01
-1.679239273071289062e+00,-1.790575265884399414e+00,7.952799224853515625e+01,6.489891815185546875e+01
-1.885409474372863770e+00,-1.726964950561523438e+00,7.868836975097656250e+01,6.400363159179687500e+01
-2.037088871002197266e+00,-1.558576703071594238e+00,7.774566650390625000e+01,6.314014816284179688e+01
-2.089331865310668945e+00,-1.355494260787963867e+00,7.672711944580078125e+01,6.236085891723632812e+01
-1.942398309707641602e+00,-1.129169702529907227e+00,7.568245697021484375e+01,6.168311309814453125e+01
-1.730151414871215820e+00,-9.009358882904052734e-01,7.471125793457031250e+01,6.111852645874023438e+01
-1.497860670089721680e+00,-6.760281324386596680e-01,7.384618377685546875e+01,6.066806030273437500e+01
-1.252996921539306641e+00,-4.594677090644836426e-01,7.309725189208984375e+01,6.033004760742187500e+01
-1.003990888595581055e+00,-2.513352632522583008e-01,7.247075653076171875e+01,6.010031509399414062e+01
-7.636061906814575195e-01,-6.333637237548828125e-02,7.196875762939453125e+01,5.997464752197265625e+01
-5.278810858726501465e-01,1.008523702621459961e-01,7.158695220947265625e+01,5.994297790527343750e+01
-3.052864670753479004e-01,2.429462671279907227e-01,7.132301330566406250e+01,5.999340438842773438e+01
-1.038323640823364258e-01,3.596222996711730957e-01,7.117037200927734375e+01,6.011487579345703125e+01
7.406324148178100586e-02,4.547025561332702637e-01,7.111845397949218750e+01,6.029468536376953125e+01
2.331412434577941895e-01,5.184447765350341797e-01,7.115548706054687500e+01,6.052203750610351562e+01
3.593966364860534668e-01,5.631524920463562012e-01,7.127205657958984375e+01,6.078126144409179688e+01
4.636164903640747070e-01,5.754992961883544922e-01,7.145175170898437500e+01,6.106283950805664062e+01
5.354921221733093262e-01,5.649697780609130859e-01,7.168356323242187500e+01,6.135058975219726562e+01
5.804090499877929688e-01,5.382935404777526855e-01,7.195130920410156250e+01,6.163307571411132812e+01
5.960367321968078613e-01,4.892256557941436768e-01,7.224151611328125000e+01,6.190222167968750000e+01
5.899286270141601562e-01,4.281572699546813965e-01,7.253953552246093750e+01,6.214683532714843750e+01
5.532627105712890625e-01,3.541211485862731934e-01,7.283450317382812500e+01,6.236091232299804688e+01
4.967001974582672119e-01,2.671672701835632324e-01,7.311113739013671875e+01,6.253797149658203125e+01
4.206525981426239014e-01,1.720144748687744141e-01,7.335948944091796875e+01,6.267155456542968750e+01
3.345770537853240967e-01,7.498905062675476074e-02,7.356981658935546875e+01,6.275756072998046875e+01
2.395036220550537109e-01,-2.414107322692871094e-02,7.373710632324218750e+01,6.279505538940429688e+01
1.417437195777893066e-01,-1.116396188735961914e-01,7.385685729980468750e+01,6.278298568725585938e+01
4.462009668350219727e-02,-1.969144940376281738e-01,7.392772674560546875e+01,6.272716522216796875e+01
-3.562185168266296387e-02,-2.607868909835815430e-01,7.395003509521484375e+01,6.262870788574218750e+01
-1.122234463691711426e-01,-3.139835298061370850e-01,7.393222045898437500e+01,6.249831390380859375e+01
-1.687011718750000000e-01,-3.445801734924316406e-01,7.387610626220703125e+01,6.234132385253906250e+01
-2.087631523609161377e-01,-3.505864739418029785e-01,7.379175567626953125e+01,6.216903305053710938e+01
-2.319816052913665771e-01,-3.287900686264038086e-01,7.368737030029296875e+01,6.199374008178710938e+01
-2.317226231098175049e-01,-2.841767072677612305e-01,7.357138061523437500e+01,6.182934570312500000e+01
-2.187516391277313232e-01,-2.175112962722778320e-01,7.345552062988281250e+01,6.168725585937500000e+01
-1.822578608989715576e-01,-1.311052441596984863e-01,7.334614562988281250e+01,6.157849884033203125e+01
-1.432004868984222412e-01,-3.169655799865722656e-02,7.325502014160156250e+01,6.151294708251953125e+01
-9.359028935432434082e-02,7.063889503479003906e-02,7.318341827392578125e+01,6.149709701538085938e+01
-6.194522976875305176e-02,1.719286441802978516e-01,7.313661956787109375e+01,6.153241729736328125e+01
-7.486152648925781250e-02,2.271232604980468750e-01,7.310564422607421875e+01,6.161838150024414062e+01
-2.346651554107666016e-01,1.123282015323638916e-01,7.306821441650390625e+01,6.173194122314453125e+01
-4.795518815517425537e-01,-2.053031921386718750e-01,7.295088195800781250e+01,6.178810501098632812e+01
-8.236954212188720703e-01,-6.033505201339721680e-01,7.271110534667968750e+01,6.168545532226562500e+01
-8.243200778961181641e-01,-6.027259230613708496e-01,7.229925537109375000e+01,6.138378143310546875e+01
