-4.458499550819396973e-01,5.220302343368530273e-01,2.406049966812133789e+00,2.478598117828369141e+00,-4.804084014892578125e+01,-3.808961868286132812e+01,-4.740894699096679688e+01,-4.336371231079101562e+01
4.417997598648071289e-02,1.011897921562194824e+00,2.895088195800781250e+00,2.968114376068115234e+00,-4.826376342773437500e+01,-3.688659286499023438e+01,-4.714793014526367188e+01,-4.212441253662109375e+01
5.340235829353332520e-01,1.501281976699829102e+00,3.383367776870727539e+00,3.457391262054443359e+00,-4.824167251586914062e+01,-3.543904876708984375e+01,-4.664198303222656250e+01,-4.064035415649414062e+01
1.024005055427551270e+00,1.990713953971862793e+00,3.870568752288818359e+00,3.945821046829223633e+00,-4.797465896606445312e+01,-3.374736404418945312e+01,-4.589134216308593750e+01,-3.891165924072265625e+01
1.513550996780395508e+00,2.479544401168823242e+00,4.355763912200927734e+00,4.433250904083251953e+00,-4.746265792846679688e+01,-3.181208038330078125e+01,-4.489598464965820312e+01,-3.693874740600585938e+01
2.002795696258544922e+00,2.968059539794921875e+00,4.838094711303710938e+00,4.918989658355712891e+00,-4.670588302612304688e+01,-2.963419914245605469e+01,-4.365621185302734375e+01,-3.472212219238281250e+01
2.491962909698486328e+00,3.455595493316650391e+00,5.315577507019042969e+00,5.402025222778320312e+00,-4.570448684692382812e+01,-2.721515274047851562e+01,-4.217218017578125000e+01,-3.226262664794921875e+01
2.980941057205200195e+00,3.941935539245605469e+00,5.784388542175292969e+00,5.880390167236328125e+00,-4.445850372314453125e+01,-2.455736351013183594e+01,-4.044438171386718750e+01,-2.956161499023437500e+01
3.469398021697998047e+00,4.426921367645263672e+00,6.237695693969726562e+00,6.349218368530273438e+00,-4.296803283691406250e+01,-2.166516876220703125e+01,-3.847341537475585938e+01,-2.662141990661621094e+01
3.957125186920166016e+00,4.908479690551757812e+00,6.661728382110595703e+00,6.802118778228759766e+00,-4.123333358764648438e+01,-1.854632186889648438e+01,-3.625995635986328125e+01,-2.344681167602539062e+01
4.443722248077392578e+00,5.385819911956787109e+00,7.031246662139892578e+00,7.220393180847167969e+00,-3.925477218627929688e+01,-1.521545791625976562e+01,-3.380571746826171875e+01,-2.004575157165527344e+01
4.928455352783203125e+00,5.853579998016357422e+00,7.312337398529052734e+00,7.574490547180175781e+00,-3.703290939331054688e+01,-1.169983482360839844e+01,-3.111280822753906250e+01,-1.643555450439453125e+01
5.409373283386230469e+00,6.304306507110595703e+00,7.469824314117431641e+00,7.824532032012939453e+00,-3.456867980957031250e+01,-8.043665885925292969e+00,-2.818601799011230469e+01,-1.264830970764160156e+01
5.884599208831787109e+00,6.717813014984130859e+00,7.496377468109130859e+00,7.925902366638183594e+00,-3.186399269104003906e+01,-4.308753967285156250e+00,-2.503386497497558594e+01,-8.736043930053710938e+00
6.347536563873291016e+00,7.067815303802490234e+00,7.409324169158935547e+00,7.888833045959472656e+00,-2.892169380187988281e+01,-5.605652332305908203e-01,-2.167495918273925781e+01,-4.773092746734619141e+00
6.783153057098388672e+00,7.313917636871337891e+00,7.229004859924316406e+00,7.730295181274414062e+00,-2.574792480468750000e+01,3.144096851348876953e+00,-1.814105224609375000e+01,-8.286762237548828125e-01
7.166758060455322266e+00,7.432051181793212891e+00,6.982152462005615234e+00,7.489244937896728516e+00,-2.235634803771972656e+01,6.758599281311035156e+00,-1.448409366607666016e+01,3.036471366882324219e+00
7.450121879577636719e+00,7.411535263061523438e+00,6.687203407287597656e+00,7.188322067260742188e+00,-1.877296829223632812e+01,1.024967575073242188e+01,-1.076806831359863281e+01,6.781093597412109375e+00
7.598532199859619141e+00,7.284072399139404297e+00,6.353757381439208984e+00,6.848474025726318359e+00,-1.504790687561035156e+01,1.359327697753906250e+01,-7.062300682067871094e+00,1.037525463104248047e+01
7.606735229492187500e+00,7.061621665954589844e+00,5.992591857910156250e+00,6.472754001617431641e+00,-1.124864101409912109e+01,1.677015495300292969e+01,-3.420264482498168945e+00,1.379949188232421875e+01
