-4.188505172729492188e+00,1.102900028228759766e+00
-4.486223697662353516e+00,-9.913525581359863281e-01
-4.743294239044189453e+00,-3.234464406967163086e+00
-4.954183101654052734e+00,-5.606111526489257812e+00
-5.044625282287597656e+00,-8.083203315734863281e+00
-5.123520374298095703e+00,-1.060551643371582031e+01
-5.127704620361328125e+00,-1.316727638244628906e+01
-5.032824516296386719e+00,-1.573112869262695312e+01
-4.918498992919921875e+00,-1.824754142761230469e+01
-4.748011589050292969e+00,-2.070679092407226562e+01
-4.572404384613037109e+00,-2.308079719543457031e+01
-4.343371868133544922e+00,-2.536699867248535156e+01
-4.086421489715576172e+00,-2.753868484497070312e+01
-3.826764822006225586e+00,-2.958189582824707031e+01
-3.549767971038818359e+00,-3.149527740478515625e+01
-3.264599561691284180e+00,-3.327016067504882812e+01
-2.976711273193359375e+00,-3.490246200561523438e+01
-2.715186119079589844e+00,-3.639081573486328125e+01
-2.431371212005615234e+00,-3.774840927124023438e+01
-2.167484760284423828e+00,-3.896409606933593750e+01
-1.924132823944091797e+00,-4.004784011840820312e+01
-1.663996934890747070e+00,-4.100990676879882812e+01
-1.432100057601928711e+00,-4.184190368652343750e+01
-1.176733970642089844e+00,-4.255795288085937500e+01
-9.354838132858276367e-01,-4.314632034301757812e+01
-7.655091881752014160e-01,-4.361406326293945312e+01
-5.566782355308532715e-01,-4.399681854248046875e+01
-4.021112322807312012e-01,-4.427515792846679688e+01
-2.498982548713684082e-01,-4.447621536254882812e+01
-9.153240919113159180e-02,-4.460116577148437500e+01
7.224249839782714844e-02,-4.464693069458007812e+01
2.172346115112304688e-01,-4.461080932617187500e+01
2.782916426658630371e-01,-4.450219345092773438e+01
3.978570103645324707e-01,-4.436304855346679688e+01
4.776225686073303223e-01,-4.416411972045898438e+01
5.435817837715148926e-01,-4.392530822753906250e+01
5.481438040733337402e-01,-4.365351867675781250e+01
6.124190688133239746e-01,-4.337944793701171875e+01
6.113017797470092773e-01,-4.307323837280273438e+01
5.956754684448242188e-01,-4.276758575439453125e+01
5.781964659690856934e-01,-4.246974945068359375e+01
5.578448772430419922e-01,-4.218065261840820312e+01
5.730092525482177734e-01,-4.190172958374023438e+01
5.477537512779235840e-01,-4.161522674560546875e+01
5.475350618362426758e-01,-4.134135055541992188e+01
4.813591837882995605e-01,-4.106758117675781250e+01
4.376901388168334961e-01,-4.082690048217773438e+01
4.084441065788269043e-01,-4.060805511474609375e+01
3.772767186164855957e-01,-4.040383148193359375e+01
3.146591186523437500e-01,-4.021519470214843750e+01
2.525385022163391113e-01,-4.005786514282226562e+01
1.757947206497192383e-01,-3.993159484863281250e+01
1.621055006980895996e-01,-3.984369659423828125e+01
7.557222247123718262e-02,-3.976264572143554688e+01
3.987425565719604492e-02,-3.972486114501953125e+01
-2.248227596282958984e-02,-3.970492553710937500e+01
-5.981251597404479980e-02,-3.971616744995117188e+01
-9.740591049194335938e-02,-3.974607467651367188e+01
-1.125139296054840088e-01,-3.979477691650390625e+01
-1.764167547225952148e-01,-3.985103225708007812e+01
-1.873385310173034668e-01,-3.993923950195312500e+01
-1.912143826484680176e-01,-4.003290939331054688e+01
-1.657555699348449707e-01,-4.012851715087890625e+01
-1.509014964103698730e-01,-4.021139526367187500e+01
-1.237938404083251953e-01,-4.028684616088867188e+01
-1.382532119750976562e-01,-4.034874343872070312e+01
-1.232326030731201172e-01,-4.041786956787109375e+01
-1.391229331493377686e-01,-4.047948455810546875e+01
-1.224740445613861084e-01,-4.054904556274414062e+01
-9.823313355445861816e-02,-4.061028289794921875e+01
-1.018215119838714600e-01,-4.065940093994140625e+01
-5.223175883293151855e-02,-4.071031188964843750e+01
-3.083857893943786621e-02,-4.073642730712890625e+01
-4.699087142944335938e-02,-4.075184631347656250e+01
-5.850645899772644043e-02,-4.077534103393554688e+01
-7.775551080703735352e-02,-4.080459594726562500e+01
-3.385055065155029297e-02,-4.084347534179687500e+01
2.235627174377441406e-02,-4.086040115356445312e+01
5.557012557983398438e-02,-4.084922409057617188e+01
6.453585624694824219e-02,-4.082143783569335938e+01
1.028648018836975098e-01,-4.078916931152343750e+01
1.000233590602874756e-01,-4.073773574829101562e+01
1.264679133892059326e-01,-4.068772506713867188e+01
1.330942213535308838e-01,-4.062449264526367188e+01
1.660158336162567139e-01,-4.055794525146484375e+01
1.930709779262542725e-01,-4.047493743896484375e+01
2.319045960903167725e-01,-4.037840270996093750e+01
2.587107717990875244e-01,-4.026245117187500000e+01
2.654298841953277588e-01,-4.013309478759765625e+01
2.517485618591308594e-01,-4.000038146972656250e+01
1.939909756183624268e-01,-3.987450790405273438e+01
1.975212991237640381e-01,-3.977751159667968750e+01
1.585848629474639893e-01,-3.967874908447265625e+01
1.112328767776489258e-01,-3.959945678710937500e+01
-4.432263970375061035e-02,-3.954383850097656250e+01
-3.010449111461639404e-01,-3.956599807739257812e+01
-6.740539669990539551e-01,-3.971652221679687500e+01
-1.128427028656005859e+00,-4.005355072021484375e+01
-1.600559234619140625e+00,-4.061776351928710938e+01
-1.600559234619140625e+00,-4.141804504394531250e+01
